invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I617196,C825898,Male,21,Clothing,4,71.06,Debit Card,28/03/2021,Metrocity
I619757,C414918,Male,60,Technology,5,149.16,Cash,15/07/2021,Cevahir AVM
I339204,C970109,Male,28,Clothing,4,95.43,Debit Card,10/12/2022,Metropol AVM
I377941,C730462,Male,59,Shoes,4,154.73,Credit Card,01/04/2022,Metropol AVM
I945231,C873147,Female,34,Food & Beverage,1,74.1,Credit Card,12/07/2021,Zorlu Center
I480445,C985587,Male,35,Technology,1,144.43,Cash,18/02/2022,Kanyon
I853702,C642894,Female,50,Cosmetics,5,126.02,Credit Card,20/01/2022,Metrocity
I414380,C721804,Female,44,Cosmetics,1,129.0,Credit Card,12/10/2021,Viaport Outlet
I630553,C329934,Female,41,Toys,5,89.9,Debit Card,12/08/2022,Cevahir AVM
I620335,C639757,Female,61,Clothing,5,41.93,Credit Card,03/02/2023,Viaport Outlet
I749899,C563333,Female,54,Cosmetics,1,121.33,Cash,22/03/2022,Istinye Park
I303206,C832547,Male,32,Food & Beverage,3,65.2,Debit Card,15/03/2022,Istinye Park
I546710,C873308,Female,66,Technology,4,123.23,Debit Card,25/02/2021,Mall of Istanbul
I483898,C893873,Male,69,Food & Beverage,2,72.74,Credit Card,11/02/2021,Metropol AVM
I782358,C146769,Male,49,Toys,4,88.22,Cash,12/02/2022,Metrocity
I191426,C455835,Female,24,Books,5,44.41,Cash,28/03/2021,Emaar Square Mall
I507522,C192764,Female,51,Toys,5,82.84,Cash,07/05/2021,Emaar Square Mall
I819366,C403011,Male,32,Shoes,2,184.43,Credit Card,10/01/2021,Torium
I611933,C972026,Female,44,Food & Beverage,2,47.45,Debit Card,29/12/2022,Torium
I278417,C163732,Male,23,Books,5,39.79,Credit Card,25/04/2021,Metrocity
I242957,C553120,Female,23,Books,1,13.43,Credit Card,07/12/2022,Metrocity
I733969,C822978,Female,28,Books,4,58.43,Debit Card,20/08/2022,Cevahir AVM
I930258,C737188,Male,66,Clothing,1,62.4,Credit Card,27/05/2022,Metropol AVM
I679885,C855703,Male,51,Shoes,1,52.83,Credit Card,25/06/2021,Emaar Square Mall
I197375,C730387,Female,50,Shoes,4,90.3,Debit Card,30/07/2021,Torium
I871365,C934821,Female,61,Toys,5,99.0,Debit Card,03/02/2023,Istinye Park
I903516,C918235,Female,68,Souvenir,2,22.78,Cash,13/02/2021,Metropol AVM
I451591,C494884,Female,42,Books,3,41.4,Cash,04/07/2021,Viaport Outlet
I628671,C422795,Female,27,Cosmetics,2,72.29,Cash,09/10/2022,Torium
I192313,C833855,Female,44,Clothing,4,110.26,Cash,23/01/2023,Mall of Istanbul
I920793,C945734,Female,63,Toys,2,89.67,Credit Card,03/09/2021,Torium
I180294,C590750,Female,66,Clothing,4,56.55,Debit Card,18/02/2021,Kanyon
I685619,C129420,Female,57,Cosmetics,3,85.9,Credit Card,06/10/2021,Metropol AVM
I195057,C323838,Male,33,Cosmetics,1,136.62,Credit Card,18/09/2022,Torium
I251601,C528071,Male,49,Cosmetics,4,149.51,Cash,02/11/2022,Cevahir AVM
I813934,C181132,Female,43,Souvenir,1,15.9,Cash,22/01/2021,Cevahir AVM
I843987,C281483,Female,66,Food & Beverage,4,47.06,Credit Card,26/11/2021,Emaar Square Mall
I483829,C116457,Female,27,Toys,2,79.72,Credit Card,28/06/2021,Zorlu Center
I196917,C598398,Female,48,Books,1,29.95,Cash,18/09/2022,Viaport Outlet
I594132,C995879,Male,64,Technology,5,278.28,Debit Card,05/03/2021,Emaar Square Mall
I393076,C367098,Female,25,Shoes,3,74.76,Credit Card,08/07/2022,Istinye Park
I615303,C732860,Female,45,Clothing,3,91.19,Debit Card,30/03/2022,Mall of Istanbul
I364052,C875611,Male,64,Cosmetics,5,121.62,Credit Card,20/06/2021,Emaar Square Mall
I606705,C827885,Female,65,Food & Beverage,2,43.81,Debit Card,17/04/2022,Kanyon
I523574,C201398,Male,33,Clothing,1,74.38,Cash,02/12/2022,Mall of Istanbul
I654700,C784547,Female,53,Technology,4,104.93,Cash,12/05/2021,Viaport Outlet
I970142,C634771,Female,54,Toys,2,70.55,Credit Card,11/09/2021,Torium
I353928,C112833,Female,52,Cosmetics,1,103.05,Credit Card,28/10/2022,Kanyon
I312104,C338184,Female,21,Food & Beverage,2,56.13,Debit Card,17/02/2021,Istinye Park
I102928,C816453,Female,56,Technology,5,114.64,Debit Card,13/05/2021,Zorlu Center
I951590,C404956,Female,64,Toys,4,92.44,Cash,20/11/2022,Cevahir AVM
I261704,C218810,Male,39,Clothing,2,102.34,Debit Card,16/02/2021,Metrocity
I132309,C420594,Male,39,Food & Beverage,1,37.29,Credit Card,20/12/2021,Kanyon
I895712,C243518,Female,66,Shoes,2,65.85,Debit Card,07/12/2022,Mall of Istanbul
I140449,C300578,Female,28,Clothing,3,53.91,Cash,18/01/2021,Metropol AVM
I913389,C650364,Female,45,Clothing,1,34.38,Cash,11/01/2023,Zorlu Center
I792255,C921068,Male,28,Clothing,2,73.84,Credit Card,02/06/2021,Viaport Outlet
I432643,C919866,Female,61,Cosmetics,3,73.05,Cash,26/04/2021,Cevahir AVM
I717345,C963163,Female,19,Cosmetics,3,82.83,Cash,23/10/2021,Viaport Outlet
I853511,C525567,Male,60,Books,3,15.79,Credit Card,28/09/2021,Mall of Istanbul
I472209,C730573,Female,19,Cosmetics,1,41.63,Credit Card,06/01/2023,Metropol AVM
I605074,C279952,Male,30,Clothing,2,35.0,Cash,15/09/2021,Metropol AVM
I777055,C157329,Female,66,Food & Beverage,1,38.18,Debit Card,04/07/2022,Mall of Istanbul
I699181,C893380,Male,30,Clothing,1,79.45,Cash,04/02/2022,Torium
I556339,C489752,Female,43,Shoes,4,182.9,Debit Card,04/06/2022,Kanyon
I911608,C722138,Female,68,Shoes,5,143.4,Cash,04/05/2022,Zorlu Center
I773769,C375586,Male,57,Clothing,2,83.25,Cash,20/02/2022,Mall of Istanbul
I879824,C680083,Male,50,Souvenir,4,19.1,Credit Card,22/01/2022,Metropol AVM
I943399,C579692,Female,55,Food & Beverage,4,53.69,Debit Card,14/03/2022,Kanyon
I625275,C596522,Male,38,Food & Beverage,4,70.77,Cash,18/06/2021,Emaar Square Mall
I298573,C192404,Male,56,Clothing,5,46.29,Debit Card,22/01/2021,Viaport Outlet
I336692,C550689,Female,34,Toys,1,40.66,Cash,21/01/2022,Istinye Park
I983286,C650207,Female,18,Shoes,5,65.35,Debit Card,26/06/2021,Zorlu Center
I126015,C994123,Female,19,Technology,2,328.75,Debit Card,06/10/2022,Zorlu Center
I587943,C569558,Female,50,Food & Beverage,1,52.19,Debit Card,02/06/2021,Mall of Istanbul
I474494,C209806,Male,45,Books,5,26.16,Credit Card,15/11/2021,Mall of Istanbul
I952836,C365848,Female,68,Shoes,3,65.68,Debit Card,21/08/2022,Istinye Park
I216751,C424939,Female,44,Clothing,1,92.75,Cash,10/07/2021,Istinye Park
I805641,C185398,Female,49,Technology,3,284.35,Debit Card,09/12/2022,Kanyon
I148231,C585055,Male,18,Clothing,1,49.42,Cash,15/07/2021,Kanyon
I784392,C657022,Female,66,Food & Beverage,2,52.93,Credit Card,18/10/2022,Metropol AVM
I390449,C921176,Male,39,Clothing,5,28.58,Cash,02/08/2021,Istinye Park
I154306,C610473,Female,47,Cosmetics,3,60.97,Cash,08/01/2021,Emaar Square Mall
I319248,C379540,Female,58,Cosmetics,3,100.59,Credit Card,19/07/2022,Emaar Square Mall
I221139,C389058,Female,28,Food & Beverage,2,47.66,Cash,16/11/2021,Viaport Outlet
I642606,C889125,Male,65,Technology,4,81.82,Credit Card,09/11/2022,Metrocity
I244318,C916728,Male,32,Clothing,5,108.81,Cash,03/06/2021,Emaar Square Mall
I263674,C889470,Female,66,Clothing,3,101.24,Debit Card,13/11/2022,Emaar Square Mall
I383728,C514462,Female,40,Cosmetics,2,113.6,Cash,08/12/2022,Mall of Istanbul
I871687,C221013,Female,54,Shoes,1,166.84,Debit Card,22/07/2021,Kanyon
I639457,C129405,Male,33,Technology,2,184.51,Cash,04/07/2022,Viaport Outlet
I125968,C932493,Female,25,Shoes,1,157.02,Credit Card,23/03/2021,Kanyon
I304830,C524770,Female,68,Books,2,23.81,Debit Card,07/02/2022,Emaar Square Mall
I739679,C956145,Female,19,Cosmetics,3,57.99,Debit Card,23/05/2022,Cevahir AVM
I387588,C366228,Female,54,Books,3,42.46,Credit Card,12/05/2021,Emaar Square Mall
I334856,C996823,Female,36,Clothing,5,58.01,Debit Card,04/03/2023,Torium
I616328,C517104,Male,56,Books,2,16.63,Cash,29/08/2022,Cevahir AVM
I468225,C341723,Male,46,Food & Beverage,2,16.47,Cash,13/06/2021,Cevahir AVM
I162497,C887213,Male,26,Clothing,2,117.17,Credit Card,09/09/2021,Zorlu Center
I629650,C218445,Male,37,Cosmetics,5,132.25,Credit Card,30/06/2022,Zorlu Center
I985686,C526767,Female,30,Clothing,1,82.05,Credit Card,12/09/2022,Viaport Outlet
I763610,C484370,Female,62,Shoes,2,127.83,Credit Card,28/07/2022,Istinye Park
I692642,C277898,Female,46,Shoes,3,71.34,Cash,08/10/2022,Mall of Istanbul
I136368,C533120,Female,18,Books,1,22.71,Credit Card,27/09/2021,Zorlu Center
I144109,C324316,Male,26,Food & Beverage,5,33.22,Debit Card,26/01/2023,Zorlu Center
I288717,C415253,Female,40,Technology,1,221.81,Cash,16/01/2023,Viaport Outlet
I127426,C414771,Female,58,Shoes,3,135.17,Cash,21/07/2022,Viaport Outlet
I736925,C891320,Female,29,Toys,5,99.96,Debit Card,27/05/2021,Istinye Park
I663311,C631001,Female,49,Food & Beverage,5,23.46,Credit Card,18/10/2021,Emaar Square Mall
I484412,C207085,Female,44,Books,2,57.28,Credit Card,14/05/2022,Viaport Outlet
I552483,C454724,Female,26,Cosmetics,5,106.09,Cash,02/05/2021,Torium
I255964,C810788,Male,50,Cosmetics,3,101.3,Debit Card,19/04/2022,Metropol AVM
I613168,C909781,Female,52,Shoes,5,116.83,Credit Card,15/02/2022,Zorlu Center
I995643,C609732,Female,44,Clothing,4,75.33,Credit Card,21/03/2021,Istinye Park
I719185,C330729,Female,25,Toys,3,71.11,Debit Card,14/11/2021,Metrocity
I771367,C606889,Male,52,Toys,1,56.98,Debit Card,09/09/2021,Cevahir AVM
I704065,C904104,Female,54,Clothing,2,61.32,Debit Card,03/11/2022,Cevahir AVM
I144858,C685549,Male,33,Books,1,16.88,Cash,07/04/2021,Zorlu Center
I320510,C500672,Female,21,Clothing,5,25.59,Debit Card,13/01/2021,Viaport Outlet
I452186,C198268,Female,68,Technology,4,369.67,Credit Card,22/05/2022,Mall of Istanbul
I969530,C699109,Female,45,Food & Beverage,5,64.78,Debit Card,11/05/2022,Istinye Park
I644527,C842906,Female,42,Shoes,2,69.74,Credit Card,16/05/2022,Istinye Park
I556185,C516824,Female,53,Clothing,2,54.02,Debit Card,20/04/2021,Metrocity
I997383,C682169,Female,63,Technology,3,93.69,Credit Card,03/07/2021,Mall of Istanbul
I141291,C966982,Female,48,Technology,2,346.03,Debit Card,28/03/2021,Viaport Outlet
I138805,C202571,Female,36,Toys,4,89.76,Debit Card,12/12/2022,Istinye Park
I198831,C335839,Male,48,Books,4,59.53,Cash,31/01/2023,Viaport Outlet
I249515,C552078,Female,61,Food & Beverage,3,17.74,Cash,26/12/2021,Torium
I109290,C667727,Male,33,Clothing,2,40.22,Debit Card,03/10/2022,Torium
I493427,C922319,Female,62,Clothing,4,92.34,Cash,19/04/2021,Metrocity
I445778,C454655,Male,64,Toys,1,77.49,Credit Card,21/08/2022,Kanyon
I905504,C991865,Female,18,Shoes,4,95.02,Credit Card,31/01/2023,Viaport Outlet
I929722,C466338,Male,51,Clothing,4,32.57,Credit Card,03/07/2021,Viaport Outlet
I185186,C968299,Female,32,Clothing,3,75.81,Credit Card,08/12/2021,Emaar Square Mall
I901547,C935981,Female,58,Books,3,20.84,Cash,30/05/2022,Metropol AVM
I629437,C543132,Female,49,Books,2,32.45,Credit Card,03/02/2022,Emaar Square Mall
I928424,C614770,Female,37,Cosmetics,4,48.86,Credit Card,14/09/2022,Torium
I379860,C429987,Female,18,Books,1,59.65,Cash,21/12/2022,Zorlu Center
I984156,C920990,Female,69,Shoes,3,108.13,Credit Card,21/04/2022,Metropol AVM
I637909,C203051,Female,56,Clothing,3,101.62,Cash,23/07/2022,Cevahir AVM
I500036,C348802,Female,43,Books,3,39.57,Credit Card,24/01/2022,Zorlu Center
I885088,C685214,Female,18,Food & Beverage,2,39.91,Debit Card,24/03/2021,Istinye Park
I999497,C501781,Male,28,Souvenir,2,38.49,Debit Card,07/01/2021,Torium
I916831,C609846,Female,36,Shoes,5,51.9,Debit Card,17/11/2021,Zorlu Center
I219374,C213903,Female,57,Food & Beverage,3,23.74,Credit Card,24/02/2022,Kanyon
I405242,C532770,Male,32,Cosmetics,1,146.5,Cash,12/07/2021,Emaar Square Mall
I931943,C707234,Male,67,Clothing,5,45.9,Credit Card,30/01/2023,Viaport Outlet
I415387,C166172,Male,50,Technology,5,171.74,Credit Card,18/12/2022,Mall of Istanbul
I477275,C738694,Female,58,Clothing,4,123.5,Credit Card,09/12/2021,Torium
I623990,C477129,Female,54,Clothing,1,86.17,Credit Card,29/11/2021,Metropol AVM
I915182,C916376,Female,28,Technology,4,98.54,Credit Card,25/07/2022,Cevahir AVM
I322682,C135279,Male,23,Clothing,5,57.53,Debit Card,24/09/2022,Torium
I941830,C955186,Female,61,Clothing,5,79.56,Credit Card,10/02/2022,Torium
I837902,C749371,Male,28,Toys,4,70.12,Cash,29/03/2022,Kanyon
I873085,C326597,Male,33,Books,5,18.65,Cash,18/09/2021,Istinye Park
I406489,C203927,Male,32,Cosmetics,4,54.92,Debit Card,03/05/2021,Zorlu Center
I717718,C824616,Female,31,Books,2,29.53,Credit Card,03/02/2022,Zorlu Center
I214921,C603479,Female,41,Clothing,2,96.53,Cash,22/10/2021,Metrocity
I716017,C306957,Male,20,Food & Beverage,4,73.4,Cash,19/07/2021,Emaar Square Mall
I676131,C338480,Female,38,Food & Beverage,4,53.31,Credit Card,13/03/2021,Torium
I765582,C591142,Male,48,Shoes,3,73.21,Credit Card,04/06/2021,Mall of Istanbul
I231458,C607335,Female,34,Food & Beverage,4,45.18,Credit Card,02/12/2021,Mall of Istanbul
I950766,C405764,Male,25,Souvenir,1,27.19,Credit Card,21/10/2021,Viaport Outlet
I429314,C951571,Male,41,Clothing,3,31.39,Credit Card,04/08/2022,Torium
I140878,C451350,Male,21,Food & Beverage,1,17.05,Cash,24/09/2022,Torium
I300741,C558805,Male,62,Cosmetics,3,66.52,Debit Card,07/03/2023,Torium
I269421,C577723,Female,40,Books,1,28.31,Debit Card,22/09/2021,Metrocity
I855631,C474143,Male,55,Technology,1,166.88,Credit Card,12/05/2022,Kanyon
I615188,C169057,Male,19,Toys,3,70.31,Credit Card,08/02/2022,Mall of Istanbul
I714640,C612239,Female,41,Shoes,3,68.22,Debit Card,04/11/2021,Torium
I514745,C921503,Male,64,Souvenir,2,14.43,Debit Card,14/04/2022,Metropol AVM
I534737,C416571,Female,43,Souvenir,5,18.17,Cash,22/12/2022,Zorlu Center
I642671,C800440,Male,36,Clothing,1,33.74,Credit Card,01/02/2023,Cevahir AVM
I760261,C819101,Female,45,Technology,2,242.02,Credit Card,08/02/2022,Metrocity
I929321,C130554,Male,24,Food & Beverage,5,60.19,Debit Card,20/04/2022,Kanyon
I638921,C855810,Female,64,Books,1,18.69,Credit Card,12/02/2022,Cevahir AVM
I686532,C321902,Female,33,Cosmetics,1,39.37,Cash,01/02/2021,Zorlu Center
I290091,C553296,Male,49,Books,4,62.49,Cash,22/05/2021,Zorlu Center
I843472,C295503,Female,20,Shoes,3,139.5,Cash,01/10/2022,Mall of Istanbul
I445741,C233499,Male,36,Shoes,4,128.87,Debit Card,01/01/2021,Cevahir AVM
I800461,C481501,Male,36,Clothing,2,121.58,Credit Card,27/08/2021,Cevahir AVM
I800066,C854080,Female,40,Food & Beverage,2,39.6,Credit Card,16/07/2022,Emaar Square Mall
I832444,C522379,Female,62,Cosmetics,2,63.28,Cash,25/06/2022,Zorlu Center
I115115,C878409,Female,63,Books,3,31.28,Debit Card,06/04/2021,Emaar Square Mall
I175379,C888709,Female,41,Souvenir,1,42.42,Debit Card,01/05/2022,Torium
I333553,C296475,Female,26,Souvenir,2,49.89,Credit Card,20/06/2022,Viaport Outlet
I664267,C409437,Female,48,Clothing,2,123.21,Debit Card,29/09/2022,Emaar Square Mall
I796001,C243731,Female,67,Shoes,2,51.48,Cash,04/07/2022,Kanyon
I693665,C397893,Female,34,Toys,2,65.32,Credit Card,25/10/2021,Cevahir AVM
I877146,C524818,Male,30,Cosmetics,4,126.39,Debit Card,24/08/2021,Istinye Park
I630704,C184995,Male,40,Shoes,2,83.59,Credit Card,12/02/2023,Metrocity
I490929,C174927,Male,47,Souvenir,5,46.01,Credit Card,15/03/2021,Metropol AVM
I755954,C577636,Male,65,Clothing,2,103.03,Debit Card,04/12/2021,Emaar Square Mall
I507609,C865756,Female,44,Food & Beverage,2,51.58,Cash,15/10/2021,Torium
I528596,C450353,Female,20,Souvenir,2,23.87,Credit Card,01/02/2021,Cevahir AVM
I800416,C514968,Male,43,Clothing,1,64.01,Credit Card,23/01/2021,Emaar Square Mall
I492508,C522828,Female,35,Clothing,4,31.49,Debit Card,05/01/2022,Zorlu Center
I983939,C764337,Male,65,Food & Beverage,3,18.86,Cash,17/09/2021,Metropol AVM
I742531,C309799,Female,49,Cosmetics,2,133.51,Debit Card,13/01/2021,Kanyon
I727358,C946876,Female,34,Books,1,40.96,Debit Card,21/08/2022,Torium
I660414,C695092,Female,25,Toys,2,74.7,Cash,10/04/2021,Mall of Istanbul
I704670,C949382,Female,47,Shoes,3,121.92,Cash,11/08/2022,Viaport Outlet
I322785,C803285,Male,56,Clothing,3,61.79,Credit Card,07/01/2021,Kanyon
I642516,C814330,Male,36,Clothing,5,44.8,Credit Card,07/06/2022,Viaport Outlet
I593515,C646350,Female,38,Shoes,3,47.3,Credit Card,23/05/2022,Kanyon
I648297,C471905,Female,62,Books,4,49.61,Cash,10/01/2021,Kanyon
I886526,C416227,Female,67,Technology,2,168.39,Credit Card,24/11/2022,Kanyon
I600204,C340559,Male,43,Food & Beverage,2,57.06,Cash,07/01/2023,Metropol AVM
I180636,C825707,Male,26,Technology,1,93.59,Debit Card,24/01/2021,Viaport Outlet
I283293,C633583,Female,33,Food & Beverage,1,61.36,Debit Card,18/01/2023,Emaar Square Mall
I198453,C502192,Female,19,Food & Beverage,4,19.41,Credit Card,06/07/2022,Viaport Outlet
I510646,C743580,Female,65,Technology,1,343.51,Debit Card,05/01/2023,Metropol AVM
I154486,C835548,Female,40,Clothing,2,115.16,Cash,14/06/2022,Viaport Outlet
I976942,C585555,Female,24,Clothing,4,40.32,Credit Card,31/05/2021,Torium
I589881,C279054,Male,21,Clothing,2,76.11,Credit Card,01/08/2022,Mall of Istanbul
I817654,C251090,Male,51,Cosmetics,5,36.98,Cash,08/09/2022,Viaport Outlet
I360243,C519565,Female,42,Cosmetics,3,71.02,Debit Card,07/12/2022,Zorlu Center
I645148,C681012,Female,20,Cosmetics,2,73.36,Credit Card,07/07/2022,Kanyon
I434956,C111448,Female,53,Technology,5,105.95,Cash,20/01/2021,Metropol AVM
I428231,C515011,Male,42,Clothing,5,69.31,Debit Card,08/12/2022,Metropol AVM
I344856,C507297,Male,22,Clothing,2,47.32,Credit Card,05/12/2021,Metrocity
I501702,C766390,Female,22,Shoes,5,146.55,Credit Card,12/09/2022,Zorlu Center
I838423,C340315,Female,47,Books,1,18.27,Debit Card,20/11/2022,Mall of Istanbul
I149607,C909447,Female,28,Shoes,4,184.41,Cash,19/01/2023,Zorlu Center
I502961,C672609,Female,56,Food & Beverage,5,45.38,Credit Card,01/08/2022,Metropol AVM
I468808,C462938,Female,20,Shoes,1,110.33,Credit Card,24/05/2021,Viaport Outlet
I309605,C873738,Female,32,Books,5,60.31,Cash,03/09/2022,Kanyon
I642618,C797416,Female,44,Shoes,5,175.59,Cash,20/05/2022,Viaport Outlet
I795438,C593788,Female,20,Cosmetics,4,85.22,Cash,22/04/2021,Istinye Park
I810692,C617721,Female,52,Books,1,48.03,Cash,30/06/2021,Metropol AVM
I597337,C135447,Male,64,Cosmetics,3,55.99,Credit Card,28/05/2021,Torium
I876422,C361795,Male,21,Technology,5,276.1,Cash,28/09/2022,Mall of Istanbul
I321437,C653787,Male,37,Shoes,4,62.43,Cash,11/07/2022,Kanyon
I405480,C374140,Female,32,Toys,3,93.71,Credit Card,23/11/2021,Torium
I632358,C231459,Female,22,Clothing,1,107.19,Debit Card,09/06/2022,Cevahir AVM
I625608,C294068,Female,43,Toys,5,65.81,Debit Card,12/05/2022,Metropol AVM
I975475,C552192,Female,19,Clothing,5,44.38,Cash,29/06/2022,Viaport Outlet
I401065,C572030,Female,58,Clothing,2,28.53,Credit Card,04/05/2022,Metropol AVM
I106589,C693782,Female,26,Souvenir,2,13.84,Credit Card,06/12/2022,Mall of Istanbul
I979427,C524923,Male,65,Souvenir,5,36.44,Cash,15/12/2021,Mall of Istanbul
I639877,C407043,Male,24,Clothing,5,84.97,Debit Card,30/08/2021,Torium
I136375,C179712,Female,19,Clothing,5,25.51,Credit Card,18/02/2022,Viaport Outlet
I143085,C115363,Male,38,Clothing,5,64.52,Debit Card,05/03/2021,Mall of Istanbul
I685128,C905251,Female,69,Books,1,34.45,Cash,22/12/2021,Viaport Outlet
I798560,C550720,Female,23,Clothing,1,89.92,Credit Card,23/09/2021,Torium
I722992,C659757,Female,65,Books,5,49.86,Credit Card,15/03/2021,Torium
I983479,C247951,Male,35,Technology,2,185.16,Credit Card,29/12/2022,Cevahir AVM
I130982,C618975,Female,34,Technology,5,114.42,Cash,09/09/2022,Zorlu Center
I946152,C438109,Female,65,Cosmetics,3,40.96,Credit Card,09/03/2021,Cevahir AVM
I390658,C354040,Female,31,Clothing,5,71.72,Cash,31/08/2022,Metrocity
I295961,C264998,Male,45,Food & Beverage,3,23.61,Cash,15/03/2021,Metrocity
I497067,C276621,Female,39,Clothing,3,78.37,Credit Card,07/12/2021,Cevahir AVM
I700322,C919460,Female,33,Food & Beverage,4,70.48,Cash,26/10/2021,Zorlu Center
I460532,C170509,Female,22,Clothing,2,60.05,Debit Card,30/09/2022,Metrocity
I556201,C967340,Male,63,Toys,1,24.82,Cash,25/04/2022,Mall of Istanbul
I144845,C288150,Female,20,Books,3,32.09,Cash,19/11/2022,Zorlu Center
I354259,C623649,Male,32,Books,3,17.64,Cash,17/06/2022,Torium
I997285,C567193,Male,51,Toys,5,41.05,Cash,16/01/2022,Metropol AVM
I208417,C859286,Female,21,Clothing,1,115.28,Debit Card,10/04/2022,Metropol AVM
I213436,C558635,Female,59,Toys,1,79.37,Credit Card,01/01/2021,Kanyon
I338198,C824596,Male,62,Food & Beverage,2,27.4,Credit Card,10/11/2022,Istinye Park
I383303,C943866,Female,47,Cosmetics,2,55.14,Cash,27/08/2022,Torium
I588288,C285606,Female,34,Clothing,4,113.37,Debit Card,05/01/2021,Istinye Park
I189788,C999745,Female,21,Clothing,4,71.84,Debit Card,14/11/2022,Kanyon
I648291,C451892,Female,66,Clothing,4,74.75,Credit Card,14/02/2021,Zorlu Center
I730010,C861531,Female,63,Souvenir,4,18.44,Debit Card,03/07/2022,Metrocity
I921571,C450033,Female,21,Food & Beverage,5,59.3,Credit Card,08/01/2021,Mall of Istanbul
I336444,C610345,Male,38,Shoes,4,69.36,Debit Card,13/06/2021,Torium
I938884,C118853,Female,56,Books,3,56.62,Credit Card,24/04/2021,Metropol AVM
I122205,C788313,Female,33,Shoes,2,106.22,Cash,14/08/2021,Metropol AVM
I851419,C799878,Female,50,Souvenir,3,32.82,Cash,20/09/2022,Mall of Istanbul
I681243,C474699,Male,53,Clothing,3,31.65,Cash,15/12/2022,Zorlu Center
I865523,C412532,Male,64,Clothing,3,88.54,Cash,09/05/2021,Metrocity
I369608,C797295,Male,22,Toys,3,51.85,Cash,03/06/2021,Metropol AVM
I838006,C312338,Male,63,Shoes,3,134.6,Credit Card,03/06/2021,Kanyon
I303729,C802911,Female,41,Technology,2,186.21,Cash,04/03/2023,Zorlu Center
I371984,C800209,Female,34,Toys,1,27.93,Cash,20/10/2022,Kanyon
I595832,C579029,Female,54,Food & Beverage,4,17.03,Debit Card,05/11/2021,Zorlu Center
I402912,C802446,Male,42,Food & Beverage,1,61.91,Cash,05/04/2021,Metropol AVM
I907359,C181959,Female,68,Cosmetics,1,126.27,Credit Card,28/07/2022,Emaar Square Mall
I985054,C315191,Male,18,Books,1,12.81,Debit Card,17/08/2021,Torium
I115329,C392334,Male,26,Technology,5,357.96,Credit Card,17/01/2023,Zorlu Center
